,fecha,precio_frambuesa,volumen_frambuesa,calidad_frambuesa,precio_aguacate,volumen_aguacate,calidad_aguacate,precio_chile,volumen_chile,calidad_chile,temperatura,humedad,estrategia_broker,precio_fresa
0,2023-01-01,10.388191122817362,499.7916202579816,0.9869862105059722,10.438899812267461,710.3435729400361,0.948736568581676,9.069220670915435,310.69519341007407,0.6,24.43175898705535,72.29876183984462,neutral,11.085242918978938
1,2023-01-02,7.922630704465537,499.79233457312534,0.986995989999664,9.142130602497511,710.3472549181336,0.9487114180519491,9.069220670915435,310.69519341007407,0.6,24.433482130822703,72.29876154292216,neutral,7.685674914913566
2,2023-01-03,7.790641474350248,499.7930488882479,0.9870057452612515,8.309614167111983,710.3509368961215,0.9486862497076233,9.069220670915435,310.69519341007407,0.6,24.43520527453889,72.29876065215484,neutral,7.5576333144936365
3,2023-01-04,5.229594685722721,499.793763203328,0.9870154762904432,14.810382943028614,710.354618873891,0.948661063549448,9.069220670915435,310.69519341007407,0.6,24.43692841815275,72.29875916754264,neutral,5.073184172091969
4,2023-01-05,4.711033607503963,499.79447751834454,0.9870251830869455,15.19366786220104,710.3583008513325,0.948635859578175,9.069220670915435,310.69519341007407,0.6,24.43865156161312,72.29875708908565,neutral,4.5701325949851315
5,2023-01-06,7.765409204449954,499.7951918332762,0.9870348656504655,12.943881778602403,710.3619828283366,0.9486106377945585,9.069220670915435,310.69519341007407,0.6,24.440374704868834,72.2987544167839,acaparamiento,7.533155709635731
6,2023-01-07,5.716908011841073,499.7959061481018,0.9870445239807079,10.949280197026967,710.3656648047942,0.9485853981993542,9.069220670915435,310.69519341007407,0.6,24.442097847868723,72.29875115063747,liquidacion,5.545922577548616
7,2023-01-08,7.3034759872234325,499.79662046280015,0.9870541580773775,8.806688074958219,710.3693467805957,0.9485601407933204,9.069220670915435,310.69519341007407,0.6,24.443820990561633,72.29874729064646,neutral,7.085038326352662
8,2023-01-09,6.2957630812349645,499.79733477735004,0.9870637679401778,13.637276248648657,710.3730287556319,0.9485348655772174,9.069220670915435,310.69519341007407,0.6,24.445544132896394,72.298742836811,neutral,6.107464829379639
9,2023-01-10,4.32218566058238,499.79804909173026,0.9870733535688117,9.77667284541517,710.3767107297937,0.9485095725518076,9.069220670915435,310.69519341007407,0.6,24.447267274821844,72.29873778913121,neutral,4.19291459469561
10,2023-01-11,8.227942563617223,499.7987634059196,0.9870829149629807,10.568866845315853,710.3803927029713,0.9484842617178554,9.069220670915435,310.69519341007407,0.6,24.448990416286815,72.29873214760724,neutral,7.981855285378786
